Stage,Strain no,Genotype,Treatment,Slide no,Name,Nucleus number,DAPIpeakA,DAPIvalleyB,DAPIoutC,FITCpeakA,FITCvalleyB,FITCoutC,DAPI_A-B,DAPI_A-C,DAPI_B-C,FITC_A-B,FITC_A-C,FITC_B-C
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130401,8,1743,783,213,360.5,191.3,147,960,1530,570,169.2,213.5,44.3
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130401,9,1879,511,120,443.1,165,118.3,1368,1759,391,278.1,324.8,46.7
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130401,10,1831,770,205,418.7,209.2,153,1061,1626,565,209.5,265.7,56.2
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130401,11,2171,676,116,292.4,168,94.3,1495,2055,560,124.4,198.1,73.7
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130401,12,1749,724,175,407.7,238.1,182,1025,1574,549,169.6,225.7,56.1
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130401,13,2225,915,200,334.1,191.3,156,1310,2025,715,142.8,178.1,35.3
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130401,14,1956,864,227,402.4,197.4,146.9,1092,1729,637,205,255.5,50.5
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130401,15,1881,442,213,333.2,196.3,172.8,1439,1668,229,136.9,160.4,23.5
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130401,16,1770,484,125,362.3,191.4,138.1,1286,1645,359,170.9,224.2,53.3
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130401,17,1931,369,128,311,184.6,137.4,1562,1803,241,126.4,173.6,47.2
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130401,18,1512,758,82,276.1,125,95,754,1430,676,151.1,181.1,30
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130401,19,1741,804,160,295.1,184,152.4,937,1581,644,111.1,142.7,31.6
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130401,20,1651,430,142,383.1,200.1,172,1221,1509,288,183,211.1,28.1
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130401,21,1600,1016,124,427.1,185.6,160.7,584,1476,892,241.5,266.4,24.9
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130401,22,2140,772,226,340.1,186.6,137.9,1368,1914,546,153.5,202.2,48.7
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130401,23,1741,405,80,310.4,161,100,1336,1661,325,149.4,210.4,61
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130401,24,1955,651,182,345.3,190.1,147.7,1304,1773,469,155.2,197.6,42.4
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130401,25,1781,982,218,345.1,200.6,152,799,1563,764,144.5,193.1,48.6
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130401,26,1539,657,157,375.3,186.2,178.6,882,1382,500,189.1,196.7,7.6
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130401,27,1634,477,260,366.3,184.2,147.1,1157,1374,217,182.1,219.2,37.1
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130401,28,1820,424,122,327.1,180,133.2,1396,1698,302,147.1,193.9,46.8
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130401,29,1535,211,68,283.6,127.3,90,1324,1467,143,156.3,193.6,37.3
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130401,30,2052,342,95,322.5,154.9,120.6,1710,1957,247,167.6,201.9,34.3
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130401,31,1583,854,225,264,142.2,129.1,729,1358,629,121.8,134.9,13.1
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130801,1,1732,545,57,378.2,184.7,95.4,1187,1675,488,193.5,282.8,89.3
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130801,2,2072,733,174,392.3,224.5,176.5,1339,1898,559,167.8,215.8,48
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130801,3,2066,846,147,388.5,216.1,146.6,1220,1919,699,172.4,241.9,69.5
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130801,4,2075,672,85,399.4,171,123.9,1403,1990,587,228.4,275.5,47.1
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130801,5,1878,907,84,367.7,195.2,100,971,1794,823,172.5,267.7,95.2
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130801,6,2294,651,286,474,234.3,185.7,1643,2008,365,239.7,288.3,48.6
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130801,7,1801,626,136,336,201.1,158.2,1175,1665,490,134.9,177.8,42.9
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130801,8,2106,1448,303,407.5,219.4,192.8,658,1803,1145,188.1,214.7,26.6
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130801,9,1330,433,138,332.6,199.7,157.4,897,1192,295,132.9,175.2,42.3
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130801,10,1869,454,226,381.5,190,179.3,1415,1643,228,191.5,202.2,10.7
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130801,11,1785,425,292,361.1,207.8,181.7,1360,1493,133,153.3,179.4,26.1
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130801,12,1906,541,67,324.4,244.8,104.4,1365,1839,474,79.6,220,140.4
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130801,13,1678,978,217,386,216.5,178.8,700,1461,761,169.5,207.2,37.7
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130801,14,1780,501,129,314,195.9,121,1279,1651,372,118.1,193,74.9
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130801,15,2453,1322,194,414.7,221,157,1131,2259,1128,193.7,257.7,64
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130801,16,1880,712,184,335.8,186.9,155,1168,1696,528,148.9,180.8,31.9
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130801,17,1653,919,101,349,251.6,205.5,734,1552,818,97.4,143.5,46.1
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130801,18,1955,653,159,329.8,177.2,148,1302,1796,494,152.6,181.8,29.2
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130801,19,1884,1079,125,344.3,185.3,137.1,805,1759,954,159,207.2,48.2
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130801,20,1419,534,114,357.1,190.3,165,885,1305,420,166.8,192.1,25.3
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130801,21,1470,634,59,274.4,161.4,90.8,836,1411,575,113,183.6,70.6
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130801,22,1669,1079,133,323.3,188.9,159.1,590,1536,946,134.4,164.2,29.8
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130801,23,1531,896,136,308.7,216.4,180.9,635,1395,760,92.3,127.8,35.5
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130801,24,1663,1024,150,345.5,169.4,136.6,639,1513,874,176.1,208.9,32.8
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130801,25,2160,900,92,320.4,185.9,177.9,1260,2068,808,134.5,142.5,8
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130801,26,1736,1002,94,348.2,173.9,125,734,1642,908,174.3,223.2,48.9
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130801,27,1474,890,90,320,177.9,130.8,584,1384,800,142.1,189.2,47.1
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130801,28,1530,672,144,348,205.4,168.9,858,1386,528,142.6,179.1,36.5
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130901,1,1438,599,99,302.9,159.9,136.1,839,1339,500,143,166.8,23.8
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130901,2,2082,452,83,337.7,160.1,132.2,1630,1999,369,177.6,205.5,27.9
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130901,3,1578,629,109,275.1,132.4,102,949,1469,520,142.7,173.1,30.4
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130901,4,1608,583,108,309.2,167,143.8,1025,1500,475,142.2,165.4,23.2
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130901,5,1581,532,66,327.2,161.6,121.8,1049,1515,466,165.6,205.4,39.8
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130901,6,1929,854,92,308.5,185.9,155,1075,1837,762,122.6,153.5,30.9
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130901,7,1399,543,97,321.9,172.3,102,856,1302,446,149.6,219.9,70.3
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130901,8,1485,822,109,269.1,164.9,105.9,663,1376,713,104.2,163.2,59
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130901,9,1864,739,113,320.6,168.8,117,1125,1751,626,151.8,203.6,51.8
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130901,10,1395,837,78,308.7,163.7,144.5,558,1317,759,145,164.2,19.2
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130901,11,1671,702,115,312.9,180.4,149.2,969,1556,587,132.5,163.7,31.2
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130901,12,1609,684,124,267.1,179,166.4,925,1485,560,88.1,100.7,12.6
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130901,13,1382,678,138,332.1,171.9,157,704,1244,540,160.2,175.1,14.9
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130901,14,1085,647,78,271.5,166.3,92.2,438,1007,569,105.2,179.3,74.1
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130901,15,1537,526,157,290,151.8,133,1011,1380,369,138.2,157,18.8
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130901,16,1687,1152,139,322.7,179,223.1,535,1548,1013,143.7,99.6,-44.1
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130901,17,1327,654,81,337.8,176.1,84,673,1246,573,161.7,253.8,92.1
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130901,18,1352,709,131,375.8,164.8,137.4,643,1221,578,211,238.4,27.4
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130901,19,1177,487,103,303.2,119.4,91,690,1074,384,183.8,212.2,28.4
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909130901,20,1256,315,105,308.2,169.9,162.3,941,1151,210,138.3,145.9,7.6
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909131301,1,2026,1369,273,400.5,214.8,182.4,657,1753,1096,185.7,218.1,32.4
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909131301,2,2130,1043,190,353.5,197,168.8,1087,1940,853,156.5,184.7,28.2
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909131301,3,2127,1080,171,343.6,195.3,134.7,1047,1956,909,148.3,208.9,60.6
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909131301,4,2033,1001,116,290.9,164.1,116.2,1032,1917,885,126.8,174.7,47.9
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909131301,5,1981,597,222,271,163.8,134.8,1384,1759,375,107.2,136.2,29
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909131301,6,2077,891,149,386.4,192.4,141,1186,1928,742,194,245.4,51.4
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909131301,7,1716,917,191,350.5,178.6,160.3,799,1525,726,171.9,190.2,18.3
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909131301,8,1733,1027,176,427.1,180.2,157.4,706,1557,851,246.9,269.7,22.8
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909131301,9,2137,990,277,295.3,186.6,150.5,1147,1860,713,108.7,144.8,36.1
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909131301,10,2052,1031,182,330.1,198.6,139.1,1021,1870,849,131.5,191,59.5
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909131301,11,1765,746,241,438.9,177.8,158.2,1019,1524,505,261.1,280.7,19.6
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909131301,12,2012,1183,232,359.6,182.6,153.6,829,1780,951,177,206,29
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909131301,13,1989,1380,283,326.6,174.7,149.4,609,1706,1097,151.9,177.2,25.3
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909131301,14,2083,915,204,318.5,181.2,144.4,1168,1879,711,137.3,174.1,36.8
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909131301,15,1529,1101,109,334,148.8,103.8,428,1420,992,185.2,230.2,45
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909131301,16,1399,679,185,308.5,170,136.5,720,1214,494,138.5,172,33.5
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909131301,17,2074,590,152,343.3,190.1,167.8,1484,1922,438,153.2,175.5,22.3
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909131301,18,2128,675,113,286.8,136,95,1453,2015,562,150.8,191.8,41
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909131301,19,1971,873,244,341.9,195,141.9,1098,1727,629,146.9,200,53.1
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909131301,20,2120,785,145,341.1,179.6,115.6,1335,1975,640,161.5,225.5,64
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909131301,21,1770,450,148,273,160,136.5,1320,1622,302,113,136.5,23.5
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909131301,22,2153,828,137,320,169.4,142.1,1325,2016,691,150.6,177.9,27.3
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909131301,23,1646,1044,134,353.5,174.9,137.8,602,1512,910,178.6,215.7,37.1
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909131301,24,1490,715,89,374.5,151.2,86.8,775,1401,626,223.3,287.7,64.4
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909131301,25,1800,863,171,289.1,175.4,119.8,937,1629,692,113.7,169.3,55.6
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909131301,26,1696,847,208,326.6,175.8,132,849,1488,639,150.8,194.6,43.8
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909131301,27,1744,974,144,380.3,162,142.1,770,1600,830,218.3,238.2,19.9
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909131301,28,1847,896,178,340.5,185,153.9,951,1669,718,155.5,186.6,31.1
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909131301,29,2036,612,212,361.6,164.1,148.2,1424,1824,400,197.5,213.4,15.9
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909131301,30,1546,848,73,433.8,167.7,63.5,698,1473,775,266.1,370.3,104.2
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909131701,1,1893,717,171,350.1,221.9,175.8,1176,1722,546,128.2,174.3,46.1
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909131701,2,1767,866,188,398.9,236.3,202.5,901,1579,678,162.6,196.4,33.8
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909131701,3,1568,767,133,315.7,186.4,136.9,801,1435,634,129.3,178.8,49.5
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909131701,4,1693,820,138,372.1,194.8,142.3,873,1555,682,177.3,229.8,52.5
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909131701,5,2253,914,287,331.2,210.5,161.3,1339,1966,627,120.7,169.9,49.2
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909131701,6,1390,587,123,335.9,199.3,153,803,1267,464,136.6,182.9,46.3
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909131701,7,1690,904,184,399.1,224.9,160,786,1506,720,174.2,239.1,64.9
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909131701,8,1457,339,85,291,174.8,90.5,1118,1372,254,116.2,200.5,84.3
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909131701,9,1435,494,156,349,206,181,941,1279,338,143,168,25
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909131701,10,1849,758,205,376,178,109,1091,1644,553,198,267,69
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909131701,11,1719,509,169,385.6,199,123.1,1210,1550,340,186.6,262.5,75.9
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909131701,12,2025,608,118,348.9,205,159.2,1417,1907,490,143.9,189.7,45.8
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909131701,13,1444,469,128,443.6,180.7,130,975,1316,341,262.9,313.6,50.7
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909131701,14,1106,396,107,345.7,154.8,95.7,710,999,289,190.9,250,59.1
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909131701,15,1715,658,140,357.6,209.1,143.4,1057,1575,518,148.5,214.2,65.7
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909131701,16,1668,502,191,400.4,184.6,115.1,1166,1477,311,215.8,285.3,69.5
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909131701,17,1520,391,134,310.7,179.6,135.3,1129,1386,257,131.1,175.4,44.3
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909131701,18,1460,695,158,347.5,206.3,151.3,765,1302,537,141.2,196.2,55
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909131701,19,1457,481,125,290.3,157,123,976,1332,356,133.3,167.3,34
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909131701,20,1481,728,95,306.8,167.9,138,753,1386,633,138.9,168.8,29.9
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909131701,21,1267,678,171,241.4,136.5,80,589,1096,507,104.9,161.4,56.5
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909131701,22,968.1,710,155,291.2,167.5,121.4,258.1,813.1,555,123.7,169.8,46.1
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909132101,1,2335,479,81,294.4,99,85.3,1856,2254,398,195.4,209.1,13.7
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909132101,2,2123,847,107,276.6,138.6,117.7,1276,2016,740,138,158.9,20.9
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909132101,3,1677,704,54,323.3,128.9,69.9,973,1623,650,194.4,253.4,59
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909132101,4,2271,834,137,286.6,155.4,124.6,1437,2134,697,131.2,162,30.8
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909132101,5,2157,635,141,330,155.1,140,1522,2016,494,174.9,190,15.1
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909132101,6,2254,618,147,375,174.8,98,1636,2107,471,200.2,277,76.8
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909132101,7,2103,691,103,310.5,136.8,73,1412,2000,588,173.7,237.5,63.8
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909132102,8,1700,534,69,320.9,161,115.4,1166,1631,465,159.9,205.5,45.6
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909132102,9,2274,653,73,268.9,136,84.5,1621,2201,580,132.9,184.4,51.5
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909132102,10,1752,757,51,231.7,125.7,55.9,995,1701,706,106,175.8,69.8
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909132103,11,2097,673,102,277.6,123.2,103.6,1424,1995,571,154.4,174,19.6
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909132103,12,2056,751,167,308.8,167.1,151.6,1305,1889,584,141.7,157.2,15.5
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909132103,13,1837,621,98,280.1,130,100,1216,1739,523,150.1,180.1,30
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909132103,14,1962,1161,114,305.1,188.8,153.3,801,1848,1047,116.3,151.8,35.5
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909132103,15,1303,813,87,388.3,186.6,94.4,490,1216,726,201.7,293.9,92.2
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909132103,16,1642,679,178,334,175.3,161.4,963,1464,501,158.7,172.6,13.9
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909132103,17,2078,365,195,307.9,168.1,152.2,1713,1883,170,139.8,155.7,15.9
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909132103,18,1418,474,148,249.1,141.9,122.3,944,1270,326,107.2,126.8,19.6
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909132103,19,1655,610,82,362,216.6,148.6,1045,1573,528,145.4,213.4,68
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909132103,20,1707,625,135,281.1,164.7,122.8,1082,1572,490,116.4,158.3,41.9
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909132104,21,1730,771,147,316.9,149.9,122.5,959,1583,624,167,194.4,27.4
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909132104,22,1586,343,62,312.9,162.4,92.5,1243,1524,281,150.5,220.4,69.9
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909132104,23,1749,762,154,291.7,181,139.4,987,1595,608,110.7,152.3,41.6
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909132104,24,1824,243,79,354.1,145,111.3,1581,1745,164,209.1,242.8,33.7
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909132104,25,1623,739,89,344.7,138.4,123.4,884,1534,650,206.3,221.3,15
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909132104,26,1864,535,83,314.8,139.2,113.3,1329,1781,452,175.6,201.5,25.9
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909132104,27,1658,698,117,242.2,135.1,121,960,1541,581,107.1,121.2,14.1
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909132104,28,1707,705,85,306.7,130.5,96.4,1002,1622,620,176.2,210.3,34.1
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909132104,29,1866,973,143,337.2,164.1,144,893,1723,830,173.1,193.2,20.1
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909132104,30,1281,318,158,265.5,149.7,127,963,1123,160,115.8,138.5,22.7
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909132104,31,1849,910,113,399.3,155.5,109,939,1736,797,243.8,290.3,46.5
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909132104,32,1893,737,116,325.7,165.2,132.2,1156,1777,621,160.5,193.5,33
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909132104,33,1557,426,157,368.8,138.7,113.5,1131,1400,269,230.1,255.3,25.2
Premeiotic Zone,N2,"C. elegans var Bristol, wild type",None,SJ379,SJ1909132104,34,1476,1135,80,363.7,173.8,106.7,341,1396,1055,189.9,257,67.1
Premeiotic Zone,TY5179,rec-8(ok978) IV,None,SJ264,SJ19091602,1,1607,261,132,244.1,162.9,192,1346,1475,129,81.2,52.1,-29.1
Premeiotic Zone,TY5179,rec-8(ok978) IV,None,SJ264,SJ19091602,2,1302,233,69,374.3,86,124.3,1069,1233,164,288.3,250,-38.3
Premeiotic Zone,TY5179,rec-8(ok978) IV,None,SJ264,SJ19091602,3,1053.1,279.7,111,249.8,134,159.3,773.4,942.1,168.7,115.8,90.5,-25.3
Premeiotic Zone,TY5179,rec-8(ok978) IV,None,SJ264,SJ19091602,4,1070.1,414.4,103,248.8,122.2,158.7,655.7,967.1,311.4,126.6,90.1,-36.5
Premeiotic Zone,TY5179,rec-8(ok978) IV,None,SJ264,SJ19091602,5,1049.9,253.2,105,220.8,103.3,135,796.7,944.9,148.2,117.5,85.8,-31.7
Premeiotic Zone,TY5179,rec-8(ok978) IV,None,SJ264,SJ19091602,6,1094,350,76,290,114.2,146.8,744,1018,274,175.8,143.2,-32.6
Premeiotic Zone,TY5179,rec-8(ok978) IV,None,SJ264,SJ19091602,7,986.3,217.2,156,263.6,113.4,148.2,769.1,830.3,61.2,150.2,115.4,-34.8
Premeiotic Zone,TY5179,rec-8(ok978) IV,None,SJ264,SJ19091602,8,1242,385,64,235.7,109.2,188.3,857,1178,321,126.5,47.4,-79.1
